GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,22200006,9,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,11,24,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-1,39,1,0,20221019,BKN,NOP
Shot Chart Detail,22200006,11,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,11,21,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221019,BKN,NOP
Shot Chart Detail,22200006,20,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,55,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,2,42,1,1,20221019,BKN,NOP
Shot Chart Detail,22200006,23,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,28,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,1,1,1,20221019,BKN,NOP
Shot Chart Detail,22200006,40,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,8,56,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221019,BKN,NOP
Shot Chart Detail,22200006,88,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,5,24,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,33,127,1,0,20221019,BKN,NOP
Shot Chart Detail,22200006,264,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,5,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-75,242,1,1,20221019,BKN,NOP
Shot Chart Detail,22200006,292,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,3,34,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221019,BKN,NOP
Shot Chart Detail,22200006,299,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,3,7,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,6,1,1,20221019,BKN,NOP
Shot Chart Detail,22200006,338,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,1,21,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221019,BKN,NOP
Shot Chart Detail,22200006,340,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,1,20,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221019,BKN,NOP
Shot Chart Detail,22200006,426,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,8,6,Missed Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,6,30,1,0,20221019,BKN,NOP
Shot Chart Detail,22200006,669,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,6,24,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-71,15,1,0,20221019,BKN,NOP
Shot Chart Detail,22200017,26,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,49,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,7,1,1,20221021,CHA,NOP
Shot Chart Detail,22200017,40,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,9,20,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-132,225,1,0,20221021,CHA,NOP
Shot Chart Detail,22200017,56,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,8,34,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,16,1,1,20221021,CHA,NOP
Shot Chart Detail,22200017,77,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,7,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,28,265,1,0,20221021,CHA,NOP
Shot Chart Detail,22200017,90,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,6,8,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221021,CHA,NOP
Shot Chart Detail,22200017,93,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,5,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-40,258,1,1,20221021,CHA,NOP
Shot Chart Detail,22200017,298,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,2,1,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221021,CHA,NOP
Shot Chart Detail,22200017,395,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,7,20,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,4,67,1,1,20221021,CHA,NOP
Shot Chart Detail,22200017,463,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,3,5,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-65,6,1,1,20221021,CHA,NOP
Shot Chart Detail,22200017,466,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,2,16,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-60,15,1,0,20221021,CHA,NOP
Shot Chart Detail,22200017,613,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,6,3,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221021,CHA,NOP
Shot Chart Detail,22200040,24,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,9,25,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,-1,1,0,20221023,NOP,UTA
Shot Chart Detail,22200040,44,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,8,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,148,197,1,0,20221023,NOP,UTA
Shot Chart Detail,22200040,390,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,3,17,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,7,1,0,20221023,NOP,UTA
Shot Chart Detail,22200040,392,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,3,16,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,-1,1,0,20221023,NOP,UTA
Shot Chart Detail,22200040,301,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,3,11,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221023,NOP,UTA
Shot Chart Detail,22200040,303,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,3,10,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221023,NOP,UTA
Shot Chart Detail,22200040,317,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,2,50,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,104,85,1,0,20221023,NOP,UTA
Shot Chart Detail,22200040,347,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,1,9,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-1,35,1,0,20221023,NOP,UTA
Shot Chart Detail,22200040,349,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,1,4,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221023,NOP,UTA
Shot Chart Detail,22200040,473,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,6,10,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,29,67,1,1,20221023,NOP,UTA
Shot Chart Detail,22200040,645,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,7,9,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-136,-3,1,0,20221023,NOP,UTA
Shot Chart Detail,22200053,19,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,35,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,13,1,1,20221025,NOP,DAL
Shot Chart Detail,22200053,41,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,8,34,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,7,1,1,20221025,NOP,DAL
Shot Chart Detail,22200053,52,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,7,17,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,0,49,1,1,20221025,NOP,DAL
Shot Chart Detail,22200053,72,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,5,19,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-22,71,1,1,20221025,NOP,DAL
Shot Chart Detail,22200053,253,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,3,15,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,20,68,1,1,20221025,NOP,DAL
Shot Chart Detail,22200053,267,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,2,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-16,263,1,0,20221025,NOP,DAL
Shot Chart Detail,22200053,270,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,1,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-176,194,1,0,20221025,NOP,DAL
Shot Chart Detail,22200053,313,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,11,3,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-71,-17,1,0,20221025,NOP,DAL
Shot Chart Detail,22200053,370,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,6,3,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,64,1,0,20221025,NOP,DAL
Shot Chart Detail,22200079,17,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,38,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,20,102,1,0,20221028,PHX,NOP
Shot Chart Detail,22200079,37,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,8,24,Made Shot,Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,1,48,1,1,20221028,PHX,NOP
Shot Chart Detail,22200079,44,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,7,41,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-9,109,1,0,20221028,PHX,NOP
Shot Chart Detail,22200079,83,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,4,45,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,20,1,1,20221028,PHX,NOP
Shot Chart Detail,22200079,243,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,5,9,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-7,73,1,0,20221028,PHX,NOP
Shot Chart Detail,22200079,298,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,1,47,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,9,69,1,0,20221028,PHX,NOP
Shot Chart Detail,22200079,308,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,0,51,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,69,132,1,1,20221028,PHX,NOP
Shot Chart Detail,22200079,334,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,11,30,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,-1,1,1,20221028,PHX,NOP
Shot Chart Detail,22200079,376,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,7,18,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,5,1,1,20221028,PHX,NOP
Shot Chart Detail,22200079,383,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,6,47,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,24,1,0,20221028,PHX,NOP
Shot Chart Detail,22200079,403,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,5,16,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,10,51,1,1,20221028,PHX,NOP
Shot Chart Detail,22200079,408,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,4,46,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,0,1,1,20221028,PHX,NOP
Shot Chart Detail,22200079,540,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,9,6,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,9,1,1,20221028,PHX,NOP
Shot Chart Detail,22200079,566,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,6,51,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-114,51,1,1,20221028,PHX,NOP
Shot Chart Detail,22200079,584,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,5,48,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,-2,1,1,20221028,PHX,NOP
Shot Chart Detail,22200079,587,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,5,18,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,3,1,1,20221028,PHX,NOP
Shot Chart Detail,22200088,55,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,6,48,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,13,64,1,0,20221030,LAC,NOP
Shot Chart Detail,22200088,201,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,7,26,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,9,121,1,1,20221030,LAC,NOP
Shot Chart Detail,22200088,206,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,6,59,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,137,209,1,1,20221030,LAC,NOP
Shot Chart Detail,22200088,252,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,3,22,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,6,1,1,20221030,LAC,NOP
Shot Chart Detail,22200088,346,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,9,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23,213,107,1,0,20221030,LAC,NOP
Shot Chart Detail,22200088,384,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,6,25,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-39,47,1,1,20221030,LAC,NOP
Shot Chart Detail,22200117,17,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,13,147,1,0,20221102,LAL,NOP
Shot Chart Detail,22200117,44,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,7,45,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221102,LAL,NOP
Shot Chart Detail,22200117,46,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,7,43,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,15,1,1,20221102,LAL,NOP
Shot Chart Detail,22200117,62,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,6,59,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,64,166,1,1,20221102,LAL,NOP
Shot Chart Detail,22200117,81,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,5,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,85,242,1,1,20221102,LAL,NOP
Shot Chart Detail,22200117,217,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,7,54,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,20,47,1,0,20221102,LAL,NOP
Shot Chart Detail,22200117,312,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,0,38,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,14,1,0,20221102,LAL,NOP
Shot Chart Detail,22200117,358,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,9,6,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221102,LAL,NOP
Shot Chart Detail,22200117,366,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,8,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-61,269,1,0,20221102,LAL,NOP
Shot Chart Detail,22200117,393,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,6,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-51,191,1,0,20221102,LAL,NOP
Shot Chart Detail,22200117,404,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,5,49,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-13,144,1,0,20221102,LAL,NOP
Shot Chart Detail,22200128,13,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,58,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-33,25,1,1,20221104,NOP,GSW
Shot Chart Detail,22200128,29,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,9,47,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,15,71,1,1,20221104,NOP,GSW
Shot Chart Detail,22200128,42,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,8,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-26,263,1,0,20221104,NOP,GSW
Shot Chart Detail,22200134,12,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,39,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,7,20,1,0,20221105,ATL,NOP
Shot Chart Detail,22200134,56,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,6,20,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,12,1,0,20221105,ATL,NOP
Shot Chart Detail,22200134,58,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,6,16,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221105,ATL,NOP
Shot Chart Detail,22200134,81,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,5,18,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,44,64,1,1,20221105,ATL,NOP
Shot Chart Detail,22200134,91,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,4,15,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,29,1,0,20221105,ATL,NOP
Shot Chart Detail,22200134,238,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,5,38,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,18,1,1,20221105,ATL,NOP
Shot Chart Detail,22200134,298,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,0,42,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,25,34,1,1,20221105,ATL,NOP
Shot Chart Detail,22200134,301,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,0,3,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,28,1,0,20221105,ATL,NOP
Shot Chart Detail,22200134,316,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,11,21,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,0,110,1,1,20221105,ATL,NOP
Shot Chart Detail,22200134,332,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,10,13,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,10,1,0,20221105,ATL,NOP
Shot Chart Detail,22200134,338,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,9,51,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221105,ATL,NOP
Shot Chart Detail,22200134,511,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,11,18,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,86,9,1,0,20221105,ATL,NOP
Shot Chart Detail,22200147,12,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,11,27,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-44,15,1,0,20221107,IND,NOP
Shot Chart Detail,22200147,71,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,5,59,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-66,69,1,1,20221107,IND,NOP
Shot Chart Detail,22200147,234,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,6,11,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-12,58,1,1,20221107,IND,NOP
Shot Chart Detail,22200147,275,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,2,54,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-100,15,1,0,20221107,IND,NOP
Shot Chart Detail,22200147,299,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,0,31,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-44,62,1,1,20221107,IND,NOP
Shot Chart Detail,22200147,335,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,9,26,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,47,27,1,1,20221107,IND,NOP
Shot Chart Detail,22200147,346,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,8,17,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-28,10,1,1,20221107,IND,NOP
Shot Chart Detail,22200147,363,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,7,6,Made Shot,Layup Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,100,25,1,1,20221107,IND,NOP
Shot Chart Detail,22200147,398,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,5,8,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221107,IND,NOP
Shot Chart Detail,22200166,31,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,8,55,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,1,1,1,20221109,CHI,NOP
Shot Chart Detail,22200166,79,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,4,53,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,1,41,1,0,20221109,CHI,NOP
Shot Chart Detail,22200166,86,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,3,51,Made Shot,Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,-10,1,1,20221109,CHI,NOP
Shot Chart Detail,22200166,239,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,5,40,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-102,-5,1,1,20221109,CHI,NOP
Shot Chart Detail,22200166,265,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,2,59,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,114,53,1,1,20221109,CHI,NOP
Shot Chart Detail,22200166,276,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,2,25,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,32,68,1,1,20221109,CHI,NOP
Shot Chart Detail,22200166,301,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,0,29,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,119,78,1,0,20221109,CHI,NOP
Shot Chart Detail,22200166,324,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,11,11,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-47,257,1,0,20221109,CHI,NOP
Shot Chart Detail,22200166,380,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,8,17,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,9,47,1,1,20221109,CHI,NOP
Shot Chart Detail,22200166,388,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,7,21,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-105,54,1,1,20221109,CHI,NOP
