GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,22200371,571,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,5,53,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-77,-6,1,0,20221207,NOP,DET
Shot Chart Detail,22200371,573,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,5,42,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,16,69,1,1,20221207,NOP,DET
Shot Chart Detail,22200371,577,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,5,5,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,10,73,1,1,20221207,NOP,DET
Shot Chart Detail,22200371,602,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,3,38,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,27,1,0,20221207,NOP,DET
Shot Chart Detail,22200384,14,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,51,Missed Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-33,21,1,0,20221209,NOP,PHX
Shot Chart Detail,22200384,16,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,46,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221209,NOP,PHX
Shot Chart Detail,22200384,20,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,35,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-9,250,1,0,20221209,NOP,PHX
Shot Chart Detail,22200384,49,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,7,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,69,250,1,0,20221209,NOP,PHX
Shot Chart Detail,22200384,53,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,7,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,148,204,1,0,20221209,NOP,PHX
Shot Chart Detail,22200384,75,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,5,22,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-70,31,1,0,20221209,NOP,PHX
Shot Chart Detail,22200384,199,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,8,25,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,5,98,1,0,20221209,NOP,PHX
Shot Chart Detail,22200384,227,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,7,10,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,6,50,1,1,20221209,NOP,PHX
Shot Chart Detail,22200384,247,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,5,2,Made Shot,Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-12,31,1,1,20221209,NOP,PHX
Shot Chart Detail,22200384,254,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,4,27,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,124,3,1,0,20221209,NOP,PHX
Shot Chart Detail,22200384,271,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,2,38,Made Shot,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-21,22,1,1,20221209,NOP,PHX
Shot Chart Detail,22200384,283,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,2,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,165,-6,1,0,20221209,NOP,PHX
Shot Chart Detail,22200384,442,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,4,32,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,31,58,1,0,20221209,NOP,PHX
Shot Chart Detail,22200384,568,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,7,58,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,18,102,1,0,20221209,NOP,PHX
Shot Chart Detail,22200384,580,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,6,46,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-16,50,1,0,20221209,NOP,PHX
Shot Chart Detail,22200384,582,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,6,42,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-15,25,1,1,20221209,NOP,PHX
Shot Chart Detail,22200395,47,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,7,47,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,13,1,1,20221211,NOP,PHX
Shot Chart Detail,22200395,73,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,4,56,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-44,30,1,0,20221211,NOP,PHX
Shot Chart Detail,22200395,636,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,11,27,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-15,29,1,0,20221211,NOP,PHX
Shot Chart Detail,22200395,582,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,9,0,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-10,154,1,1,20221211,NOP,PHX
Shot Chart Detail,22200412,20,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,40,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,16,1,1,20221213,UTA,NOP
Shot Chart Detail,22200412,49,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,7,59,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,16,1,1,20221213,UTA,NOP
Shot Chart Detail,22200412,57,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,7,14,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,130,47,1,0,20221213,UTA,NOP
Shot Chart Detail,22200412,210,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,9,10,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-5,80,1,0,20221213,UTA,NOP
Shot Chart Detail,22200412,216,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,8,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-11,263,1,0,20221213,UTA,NOP
Shot Chart Detail,22200412,243,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,7,28,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-70,26,1,0,20221213,UTA,NOP
Shot Chart Detail,22200412,256,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,6,3,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221213,UTA,NOP
Shot Chart Detail,22200412,386,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,10,31,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221213,UTA,NOP
Shot Chart Detail,22200412,396,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,9,49,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,13,1,0,20221213,UTA,NOP
Shot Chart Detail,22200412,427,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,8,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,74,234,1,0,20221213,UTA,NOP
Shot Chart Detail,22200412,435,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,8,3,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,11,1,1,20221213,UTA,NOP
Shot Chart Detail,22200412,561,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,11,43,Made Shot,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-26,14,1,1,20221213,UTA,NOP
Shot Chart Detail,22200412,566,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,11,16,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-15,180,1,1,20221213,UTA,NOP
Shot Chart Detail,22200426,8,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,11,41,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-33,16,1,0,20221215,UTA,NOP
Shot Chart Detail,22200426,19,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,37,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-59,11,1,0,20221215,UTA,NOP
Shot Chart Detail,22200426,21,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,32,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221215,UTA,NOP
Shot Chart Detail,22200426,74,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,7,17,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221215,UTA,NOP
Shot Chart Detail,22200426,457,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,2,38,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-31,15,1,0,20221215,UTA,NOP
Shot Chart Detail,22200426,526,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,11,4,Made Shot,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-4,42,1,1,20221215,UTA,NOP
Shot Chart Detail,22200444,9,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,11,19,Missed Shot,Driving Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,36,33,1,0,20221217,PHX,NOP
Shot Chart Detail,22200444,17,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,31,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,124,17,1,1,20221217,PHX,NOP
Shot Chart Detail,22200444,36,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,8,20,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,12,102,1,1,20221217,PHX,NOP
Shot Chart Detail,22200444,65,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,5,34,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-33,138,1,1,20221217,PHX,NOP
Shot Chart Detail,22200444,74,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,4,55,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-109,107,1,1,20221217,PHX,NOP
Shot Chart Detail,22200444,83,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,4,16,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,112,68,1,1,20221217,PHX,NOP
Shot Chart Detail,22200444,101,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,2,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-173,199,1,0,20221217,PHX,NOP
Shot Chart Detail,22200444,248,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,6,29,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,18,1,0,20221217,PHX,NOP
Shot Chart Detail,22200444,569,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,4,27,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,3,1,1,20221217,PHX,NOP
Shot Chart Detail,22200457,9,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,11,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,135,215,1,1,20221219,NOP,MIL
Shot Chart Detail,22200457,15,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,11,1,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,227,15,1,1,20221219,NOP,MIL
Shot Chart Detail,22200457,30,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,9,29,Made Shot,Driving Bank Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,39,-2,1,1,20221219,NOP,MIL
Shot Chart Detail,22200457,36,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,8,57,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-93,-7,1,1,20221219,NOP,MIL
Shot Chart Detail,22200457,40,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,8,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,2,241,1,0,20221219,NOP,MIL
Shot Chart Detail,22200457,61,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,7,17,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-224,-20,1,0,20221219,NOP,MIL
Shot Chart Detail,22200457,84,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,6,1,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221219,NOP,MIL
Shot Chart Detail,22200457,87,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,5,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-9,250,1,1,20221219,NOP,MIL
Shot Chart Detail,22200457,242,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,8,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,136,224,1,1,20221219,NOP,MIL
Shot Chart Detail,22200457,250,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,7,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-126,208,1,1,20221219,NOP,MIL
Shot Chart Detail,22200457,256,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,7,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-96,235,1,1,20221219,NOP,MIL
Shot Chart Detail,22200457,276,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,5,31,Made Shot,Turnaround Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,71,22,1,1,20221219,NOP,MIL
Shot Chart Detail,22200457,280,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,4,53,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-102,11,1,1,20221219,NOP,MIL
Shot Chart Detail,22200457,298,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,4,9,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221219,NOP,MIL
Shot Chart Detail,22200457,304,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,3,58,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,15,122,1,0,20221219,NOP,MIL
Shot Chart Detail,22200457,379,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,10,40,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,98,48,1,0,20221219,NOP,MIL
Shot Chart Detail,22200457,405,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,8,40,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,1,111,1,1,20221219,NOP,MIL
Shot Chart Detail,22200457,435,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,7,1,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,10,1,1,20221219,NOP,MIL
Shot Chart Detail,22200457,471,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,3,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-13,256,1,0,20221219,NOP,MIL
Shot Chart Detail,22200457,585,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,10,21,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221219,NOP,MIL
Shot Chart Detail,22200457,587,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,10,19,Missed Shot,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,20,90,1,0,20221219,NOP,MIL
Shot Chart Detail,22200457,592,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,10,11,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221219,NOP,MIL
Shot Chart Detail,22200457,618,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,8,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,97,238,1,1,20221219,NOP,MIL
Shot Chart Detail,22200457,668,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,5,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,99,136,1,0,20221219,NOP,MIL
Shot Chart Detail,22200477,25,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,9,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,167,194,1,0,20221222,NOP,SAS
Shot Chart Detail,22200477,46,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,8,30,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221222,NOP,SAS
Shot Chart Detail,22200477,71,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,6,47,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,17,1,0,20221222,NOP,SAS
Shot Chart Detail,22200477,230,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,6,44,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,25,1,0,20221222,NOP,SAS
Shot Chart Detail,22200477,171,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,1,26,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-60,25,1,1,20221222,NOP,SAS
Shot Chart Detail,22200477,207,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,10,41,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-98,5,1,1,20221222,NOP,SAS
Shot Chart Detail,22200477,240,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,8,27,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,68,1,1,20221222,NOP,SAS
Shot Chart Detail,22200477,326,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,3,30,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-131,38,1,0,20221222,NOP,SAS
Shot Chart Detail,22200477,394,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,11,34,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-26,9,1,0,20221222,NOP,SAS
Shot Chart Detail,22200477,396,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,11,30,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221222,NOP,SAS
Shot Chart Detail,22200477,409,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,10,14,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-9,71,1,1,20221222,NOP,SAS
Shot Chart Detail,22200477,442,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,7,30,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,4,1,1,20221222,NOP,SAS
Shot Chart Detail,22200477,561,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,11,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-158,192,1,0,20221222,NOP,SAS
Shot Chart Detail,22200477,577,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,10,24,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,138,9,1,0,20221222,NOP,SAS
Shot Chart Detail,22200488,21,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,2,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-51,16,1,0,20221223,OKC,NOP
Shot Chart Detail,22200488,38,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,9,11,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,14,1,1,20221223,OKC,NOP
Shot Chart Detail,22200488,207,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,10,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,126,235,1,0,20221223,OKC,NOP
Shot Chart Detail,22200488,216,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,9,26,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-23,21,1,0,20221223,OKC,NOP
Shot Chart Detail,22200488,305,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,3,59,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,20,1,1,20221223,OKC,NOP
Shot Chart Detail,22200488,325,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,2,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,129,247,1,0,20221223,OKC,NOP
Shot Chart Detail,22200488,393,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,10,35,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221223,OKC,NOP
Shot Chart Detail,22200488,404,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,9,12,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221223,OKC,NOP
Shot Chart Detail,22200502,7,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,11,38,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-4,155,1,1,20221226,NOP,IND
Shot Chart Detail,22200502,11,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,11,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-54,256,1,0,20221226,NOP,IND
Shot Chart Detail,22200502,54,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,7,30,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,6,44,1,0,20221226,NOP,IND
Shot Chart Detail,22200502,71,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,6,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,164,196,1,0,20221226,NOP,IND
Shot Chart Detail,22200502,96,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,5,13,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-27,11,1,1,20221226,NOP,IND
Shot Chart Detail,22200502,111,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,4,14,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,1,1,1,20221226,NOP,IND
Shot Chart Detail,22200502,119,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,3,30,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,9,29,1,0,20221226,NOP,IND
Shot Chart Detail,22200502,126,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,2,58,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221226,NOP,IND
Shot Chart Detail,22200502,256,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,6,55,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,18,110,1,1,20221226,NOP,IND
Shot Chart Detail,22200502,293,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,4,55,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-36,70,1,1,20221226,NOP,IND
Shot Chart Detail,22200502,313,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,3,10,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221226,NOP,IND
Shot Chart Detail,22200502,331,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,2,20,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,9,73,1,0,20221226,NOP,IND
Shot Chart Detail,22200502,372,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,11,34,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,1,1,1,20221226,NOP,IND
Shot Chart Detail,22200502,383,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,10,42,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-12,57,1,0,20221226,NOP,IND
